EventNumber DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle1_E DecayParticle1_pt DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_px DecayParticle2_py DecayParticle2_pz DecayParticle2_E DecayParticle2_pt
4975 b 0 4.18 -9.292 2.13 -4.255 11.2452 9.533 b 0 4.18 -0.808 68.87 -80.845 106.288 68.8747
4976 b 0 4.18 -39.401 -1.984 -34.099 52.3124 39.4509 b 0 4.18 -56.699 -10.416 -45.201 73.3749 57.6478
4977 b 0 4.18 -4.44 -27.26 -13.823 31.1668 27.6192 b 0 4.18 -10.36 -30.74 -46.277 56.6684 32.4388
4978 b 0 4.18 54.725 21.18 5.625 59.0976 58.6806 b 0 4.18 44.775 49.42 31.875 74.0312 66.6869
4979 tau+ 0 1.77 -47.936 10.373 3.198 49.1815 49.0455 tau- 0 1.77 -26.964 34.727 21.402 48.9306 43.9661
4980 W+ 1 80.4 -16.533 -20.618 3.648 84.7107 26.4281 W- 1 80.4 -33.567 -13.182 57.152 105.029 36.0626
4981 b 0 4.18 -66.748 1.207 -1.08 66.8984 66.7589 b 0 4.18 -23.452 5.893 -10.92 26.8597 24.1811
4982 b 0 4.18 -1.419 5.467 1.656 7.21917 5.64815 b 0 4.18 -11.481 2.233 7.544 14.5322 11.6961
4983 Z 1 91.2 75.364 -5.558 6.79 118.635 75.5687 Z 1 91.2 15.436 -73.842 61.11 133.202 75.4381
4984 W+ 1 80.4 36.89 -7.67 23.408 91.8248 37.6789 W- 1 80.4 22.61 -69.03 60.192 123.95 72.6385
4985 b 0 4.18 27.084 9.36 -5.018 29.3906 28.6558 b 0 4.18 17.316 26.64 -33.582 46.4194 31.7732
4986 b 0 4.18 0.952 -7.79 17.682 19.7918 7.84796 b 0 4.18 4.648 -11.21 24.418 27.5858 12.1354
4987 W+ 1 80.4 -24.304 -0.661 -10.249 84.6187 24.313 W- 1 80.4 -14.896 -65.439 -17.451 106.174 67.113
4988 b 0 4.18 38.418 -30.381 1.968 49.1965 48.9791 b 0 4.18 28.982 -47.519 47.232 73.1187 55.6598
4989 Z 1 91.2 -54.586 0.803 -0.941 106.295 54.5919 Z 1 91.2 -1.114 79.497 -93.159 152.699 79.5048
4990 W+ 1 80.4 -75.362 -0.559 -0.368 110.2 75.3641 W- 1 80.4 -1.538 -55.341 -36.432 104.194 55.3624
4991 b 0 4.18 51.418 1.815 -1.482 51.6408 51.45 b 0 4.18 3.282 58.685 -47.918 75.9494 58.7767
4992 b 0 4.18 -1.848 -19.422 -3.435 20.246 19.5097 b 0 4.18 -1.452 -30.378 -65.265 72.1244 30.4127
4993 b 0 4.18 -0.92 -7.123 8.557 11.928 7.18217 b 0 4.18 -1.38 -34.777 11.343 36.844 34.8044
4994 b 0 4.18 15.088 6.059 -1.551 16.8593 16.2591 b 0 4.18 79.212 2.241 -12.549 80.34 79.2437
4995 b 0 4.18 30.674 -31.59 0.006 44.23 44.0321 b 0 4.18 31.926 -38.61 0.094 50.2741 50.0999
4996 b 0 4.18 -11.798 13.43 -9.604 20.7188 17.8762 b 0 4.18 -57.602 26.07 -9.996 64.1485 63.2269
4997 W+ 1 80.4 -5.964 -19.28 28.704 87.7232 20.1814 W- 1 80.4 -15.336 -77.12 26.496 115.537 78.6301
4998 Z 1 91.2 -23.946 -16.28 7.448 95.9758 28.956 Z 1 91.2 -68.154 -13.32 31.752 118.945 69.4434
4999 b 0 4.18 -49.95 6.56 7.939 51.1716 50.3789 b 0 4.18 -16.65 75.44 38.761 86.535 77.2555
5000 W+ 1 80.4 -56.322 -11.024 19.968 100.78 57.3907 W- 1 80.4 -33.078 -73.776 63.232 130.382 80.852
5001 b 0 4.18 -11.253 10.08 3.268 16.0121 15.1075 b 0 4.18 -22.847 31.92 4.332 39.7128 39.2539
5002 b 0 4.18 -9.855 0.095 -18.04 20.9772 9.85546 b 0 4.18 -3.645 1.805 -63.96 64.2254 4.06744
5003 b 0 4.18 6.84 -27.389 2.835 28.6784 28.2302 b 0 4.18 15.96 -17.511 28.665 37.4234 23.693
5004 b 0 4.18 0.075 -13.068 -19.72 24.0235 13.0682 b 0 4.18 0.425 -35.332 -14.28 38.3396 35.3346
5005 b 0 4.18 -80.514 -2.048 1.014 80.6548 80.54 b 0 4.18 -18.886 -10.752 32.786 39.556 21.7322
5006 b 0 4.18 4.152 -0.558 -23.28 24.0204 4.18933 b 0 4.18 47.748 -0.342 -54.32 72.4439 47.7492
5007 b 0 4.18 19.049 37.632 0.476 42.3879 42.1786 b 0 4.18 25.251 29.568 47.124 61.2374 38.8829
5008 b 0 4.18 -33.66 33.5 -0.894 47.6814 47.4894 b 0 4.18 -42.84 33.5 -14.006 56.313 54.383
5009 b 0 4.18 -18.761 8.424 12.614 24.4852 20.5655 b 0 4.18 -6.939 56.376 77.486 96.1663 56.8014
5010 b 0 4.18 -4.06 -3.57 4.851 8.38052 5.40634 b 0 4.18 -1.74 -13.43 49.049 51.0556 13.5422
5011 b 0 4.18 17.48 -10.58 -5.069 21.4629 20.4325 b 0 4.18 26.22 -35.42 -8.631 45.1002 44.0689
5012 b 0 4.18 -51.979 9.024 -8.577 53.6124 52.7565 b 0 4.18 -36.121 19.176 -86.723 95.9729 40.8955
5013 b 0 4.18 -73.696 1.692 -0 73.8338 73.7154 b 0 4.18 -1.504 82.908 -48.9 96.357 82.9216
5014 b 0 4.18 -25.284 -9.652 4.96 27.8301 27.0637 b 0 4.18 -26.316 -41.148 10.54 50.1423 48.8435
5015 b 0 4.18 10.1 1.337 -12.92 16.9763 10.1881 b 0 4.18 30.3 17.763 -6.08 35.8895 35.1228
5016 b 0 4.18 -4.416 0.783 -20.221 21.13 4.48488 b 0 4.18 -13.984 25.317 -7.479 30.1647 28.9224
5017 b 0 4.18 30.186 16.548 -12.045 36.7095 34.4243 b 0 4.18 40.014 22.852 -68.255 82.4594 46.0797
5018 W+ 1 80.4 -38.54 2.826 1.959 89.2262 38.6435 W- 1 80.4 -2.46 91.374 63.341 137.228 91.4071
5019 W+ 1 80.4 -26.656 -24.64 0 88.2147 36.2998 W- 1 80.4 -12.544 -52.36 89.5 131.808 53.8416
5020 b 0 4.18 -15.368 -44.588 8.232 48.0573 47.1621 b 0 4.18 -75.032 -18.212 60.368 98.0981 77.2106
5021 b 0 4.18 5.76 -16.512 0.496 17.9873 17.4878 b 0 4.18 3.24 -35.088 11.904 37.4278 35.2373
5022 Z 1 91.2 -18.224 -19.575 6.352 95.2527 26.745 Z 1 91.2 -8.976 -58.725 73.048 131.083 59.407
5023 W+ 1 80.4 0.924 -2.76 46.138 92.7434 2.91056 W- 1 80.4 7.476 -6.44 32.062 87.1177 9.86733
5024 W+ 1 80.4 -13.572 -0.06 8.327 81.9616 13.5721 W- 1 80.4 -2.028 -2.94 67.373 104.957 3.57161
5025 tau+ 0 1.77 24.654 9.1 3.592 26.5832 26.2798 tau- 0 1.77 34.046 9.1 41.308 54.327 35.2412
5026 tau+ 0 1.77 6.12 2.655 30.05 30.8324 6.67109 tau- 0 1.77 7.48 50.445 30.05 59.2181 50.9966
5027 b 0 4.18 0.022 -8.64 81.506 82.0692 8.64003 b 0 4.18 1.078 -48.96 16.694 51.9077 48.9719
5028 b 0 4.18 -10.295 -7.276 7.733 15.3688 12.6066 b 0 4.18 -25.205 -14.124 13.167 32.0253 28.8925
5029 b 0 4.18 16.235 5.616 -2.295 17.8285 17.1789 b 0 4.18 79.265 1.584 -43.605 90.5777 79.2808
5030 tau+ 0 1.77 -16.247 -19.734 0.514 25.628 25.5616 tau- 0 1.77 -4.853 -69.966 50.886 86.6678 70.1341
5031 b 0 4.18 8.875 -4.624 19.926 22.6862 10.0073 b 0 4.18 26.625 -8.976 28.674 40.3625 28.0973
5032 b 0 4.18 6.862 -5.184 0 9.56208 8.60005 b 0 4.18 0.438 -81.216 95.9 125.74 81.2172
5033 b 0 4.18 -17.879 -57.429 -0 60.2928 60.1477 b 0 4.18 -76.221 -13.471 -20.1 80.0787 77.4023
5034 W+ 1 80.4 7.449 0.1 -31.293 86.5962 7.44967 W- 1 80.4 11.651 2.4 -23.607 84.6343 11.8956
5035 b 0 4.18 -11.077 7.032 30.806 33.7436 13.1206 b 0 4.18 -47.223 80.868 11.394 94.4296 93.6464
5036 b 0 4.18 31.045 33.825 15.912 48.7708 45.9121 b 0 4.18 57.655 48.675 50.388 90.8283 75.4543
5037 tau+ 0 1.77 4.94 -29.988 8.164 31.5193 30.3922 tau- 0 1.77 21.06 -14.112 54.636 60.2569 25.351
5038 W+ 1 80.4 11.883 -11.924 2.82 82.1918 16.8341 W- 1 80.4 11.417 -15.176 53.58 98.4664 18.991
5039 tau+ 0 1.77 12.741 48.222 9.9 50.8806 49.8768 tau- 0 1.77 28.359 41.078 56.1 75.1131 49.9163
5040 b 0 4.18 17.088 -10.373 -19.494 28.2327 19.99 b 0 4.18 36.312 -14.927 -52.706 65.8542 39.2604
5041 W+ 1 80.4 -42.864 7.56 -1.8 91.4433 43.5256 W- 1 80.4 -46.436 19.44 -5.7 95.0309 50.341
5042 b 0 4.18 49.815 -0.392 5.796 50.3265 49.8165 b 0 4.18 11.685 -38.808 26.404 48.5515 40.529
5043 b 0 4.18 -6.6 19.125 -6.95 21.7968 20.2318 b 0 4.18 -6.6 57.375 -20.85 61.5438 57.7534
5044 W+ 1 80.4 1.836 10.032 19.654 83.3934 10.1986 W- 1 80.4 4.964 81.168 12.046 114.988 81.3196
5045 b 0 4.18 18.282 -30.628 4.653 36.2137 35.6694 b 0 4.18 64.818 -68.172 5.247 94.3069 94.068
5046 b 0 4.18 0.836 39.804 1.2 40.0496 39.8128 b 0 4.18 20.064 2.996 38.8 43.9824 20.2865
5047 b 0 4.18 -1.428 24.346 27.612 37.0764 24.3878 b 0 4.18 -8.772 27.454 43.188 52.0898 28.8213
5048 b 0 4.18 -8.7 -17.982 -52.735 56.5464 19.976 b 0 4.18 -34.8 -48.618 -46.765 76.021 59.7892
5049 b 0 4.18 1.26 -13.821 -36.666 39.4268 13.8783 b 0 4.18 5.04 -67.479 -21.534 71.1337 67.667
5050 W+ 1 80.4 -3.216 31.95 -1.547 86.5893 32.1115 W- 1 80.4 -23.584 13.05 -7.553 85.1335 26.9538
5051 W+ 1 80.4 -41.16 16.52 -4.95 91.955 44.3515 W- 1 80.4 -27.44 30.68 -94.05 130.399 41.1609
5052 tau+ 0 1.77 13.694 1.881 7.056 15.62 13.8226 tau- 0 1.77 3.006 19.019 71.344 73.9179 19.2551
5053 W+ 1 80.4 31.122 -5.436 41.184 95.6996 31.5932 W- 1 80.4 50.778 -24.764 52.416 111.37 56.4948
5054 W+ 1 80.4 -27.348 2.4 4.752 85.0906 27.4531 W- 1 80.4 -4.452 37.6 54.648 104.327 37.8626
5055 tau+ 0 1.77 53.784 11.38 -8.736 55.6927 54.9748 tau- 0 1.77 45.816 45.52 -24.864 69.2281 64.5846
5056 b 0 4.18 33.56 -34.8 -0 48.5261 48.3458 b 0 4.18 50.34 -23.2 -95.2 110.24 55.4288
5057 tau+ 0 1.77 -76.024 -1.284 6.816 76.3603 76.0348 tau- 0 1.77 -12.376 -62.916 49.984 81.3211 64.1217
5058 b 0 4.18 28.182 15.12 -28.2 42.8433 31.9819 b 0 4.18 57.218 60.48 -31.8 89.2213 83.257
5059 b 0 4.18 -10.385 -1.02 -1.53 11.3447 10.435 b 0 4.18 -5.115 -2.38 -49.47 49.9658 5.6416
5060 b 0 4.18 16.325 -29.886 -10.944 36.0128 34.0541 b 0 4.18 48.975 -28.714 -34.656 66.645 56.7719
5061 b 0 4.18 3.416 65.588 0.7 65.8135 65.6769 b 0 4.18 20.984 20.712 6.3 30.4381 29.4841
5062 b 0 4.18 -22.575 -20.475 -29.32 42.497 30.4771 b 0 4.18 -41.925 -61.425 -43.98 86.5012 74.3689
5063 b 0 4.18 50 -3.56 14.4 52.3212 50.1266 b 0 4.18 12.5 -67.64 81.6 106.806 68.7853
5064 b 0 4.18 1.938 1.932 15.96 16.7237 2.73651 b 0 4.18 9.462 25.668 5.04 28.1292 27.3565
5065 b 0 4.18 -6.279 1.442 -4.242 8.77338 6.44245 b 0 4.18 -0.621 70.658 -56.358 90.48 70.6607
5066 b 0 4.18 -73.416 11.832 -2.872 74.5361 74.3633 b 0 4.18 -13.984 86.768 -68.928 111.771 87.8876
5067 W+ 1 80.4 12.135 -29.128 -19.311 88.503 31.5547 W- 1 80.4 68.765 -37.072 -27.789 115.496 78.1214
5068 b 0 4.18 -25.392 -0.818 17.487 31.1238 25.4052 b 0 4.18 -11.408 -40.082 42.813 59.8927 41.6738
5069 b 0 4.18 17.296 -2.264 1.244 17.9805 17.4435 b 0 4.18 1.504 -54.336 29.856 62.1572 54.3568
5070 b 0 4.18 -31.722 12.236 1.1 34.2737 34.0001 b 0 4.18 -30.478 19.964 8.9 37.7379 36.4345
5071 b 0 4.18 14.707 5.024 12.42 20.3289 15.5414 b 0 4.18 4.393 57.776 70.38 91.2589 57.9428
5072 b 0 4.18 -11.592 -1.185 -3.486 12.8609 11.6524 b 0 4.18 -71.208 -0.315 -46.314 85.0479 71.2087
5073 b 0 4.18 -41.328 -11.46 32.522 53.986 42.8875 b 0 4.18 -57.072 -84.04 38.178 108.605 101.587
5074 b 0 4.18 -79.52 -6.123 3.227 79.93 79.7554 b 0 4.18 -19.88 -40.977 42.873 62.6889 45.5448
5075 b 0 4.18 -25.232 3.285 2.1 25.8714 25.4449 b 0 4.18 -5.168 62.415 15.4 64.6295 62.6286
5076 b 0 4.18 28.314 0.973 -0 28.6374 28.3307 b 0 4.18 0.285999 96.327 -69.4 118.797 96.3274
5077 b 0 4.18 20.294 25.22 -0.18 32.6405 32.3712 b 0 4.18 7.506 71.78 -17.82 74.4562 72.1714
5078 b 0 4.18 -1.352 2 -0.629 4.86785 2.41411 b 0 4.18 -9.048 2 -1.071 10.2218 9.26641
5079 b 0 4.18 36.334 0.133 -8.176 37.4766 36.3342 b 0 4.18 61.866 1.767 -6.424 62.364 61.8912
5080 b 0 4.18 24.272 0.132 -7.07 25.6243 24.2724 b 0 4.18 5.328 3.168 -43.43 44.0688 6.1987
5081 b 0 4.18 44.088 -1.62 0.75 44.3217 44.1177 b 0 4.18 6.012 -16.38 24.25 30.1659 17.4485
5082 b 0 4.18 63.459 0.565 0 63.599 63.4615 b 0 4.18 0.640999 55.935 37 67.1983 55.9387
5083 b 0 4.18 1.197 -2.376 41.711 42.0043 2.66049 b 0 4.18 38.703 -3.024 36.989 53.7841 38.821
5084 tau+ 0 1.77 1.914 -31.324 21.268 37.9515 31.3824 tau- 0 1.77 3.886 -45.076 60.532 75.5923 45.2432
5085 tau+ 0 1.77 -1.25 33.369 41.032 52.9321 33.3924 tau- 0 1.77 -23.75 34.731 48.168 63.9812 42.075
5086 b 0 4.18 -2.142 -43.724 13.395 45.9704 43.7764 b 0 4.18 -10.458 -20.576 75.905 79.4467 23.0812
5087 b 0 4.18 21.024 -10.946 -56.826 61.713 23.7028 b 0 4.18 66.576 -73.254 -33.374 104.546 98.9874
5088 b 0 4.18 8.937 2.516 5.358 11.5057 9.28441 b 0 4.18 90.363 4.884 4.042 90.6815 90.4949
5089 b 0 4.18 -2.208 -6.118 20.614 22.0162 6.50424 b 0 4.18 -4.692 -7.182 73.086 73.7064 8.57881
5090 b 0 4.18 18.879 -37.583 13 44.2196 42.0583 b 0 4.18 42.021 -39.117 52 77.5717 57.41
5091 b 0 4.18 -34.506 -3.256 -1.088 34.9274 34.6593 b 0 4.18 -8.094 -26.344 -12.512 30.5539 27.5594
5092 b 0 4.18 0 15.912 47.223 50.0068 15.912 b 0 4.18 0 24.888 41.877 48.8934 24.888
5093 W+ 1 80.4 50.83 4.224 -0.021 95.2139 51.0052 W- 1 80.4 8.97 30.976 -0.679 86.6291 32.2486
5094 b 0 4.18 -4.59 -26.325 -36.26 45.2364 26.7222 b 0 4.18 -20.91 -32.175 -61.74 72.8132 38.3726
5095 W+ 1 80.4 0.112 7.182 11.055 81.4737 7.18287 W- 1 80.4 0.288 5.418 62.645 102.069 5.42565
5096 b 0 4.18 38.475 4.432 -6.392 39.4753 38.7294 b 0 4.18 12.825 50.968 -31.208 61.2669 52.5568
5097 b 0 4.18 -41.886 6.534 11.921 44.2347 42.3926 b 0 4.18 -11.814 66.066 79.779 104.338 67.114
5098 b 0 4.18 -9.4 1.905 -22.32 24.6504 9.59109 b 0 4.18 -28.2 10.795 -14.88 33.9214 30.1956
5099 b 0 4.18 -2.905 4.05 -9.6 11.5963 4.98413 b 0 4.18 -55.195 22.95 -2.4 59.9702 59.7762
5100 b 0 4.18 -11.28 19.712 -15.44 27.7789 22.7113 b 0 4.18 -59.22 11.088 -61.76 86.3813 60.2491
5101 Z 1 91.2 -7.645 72.864 -0.239 116.983 73.264 Z 1 91.2 -61.855 9.936 -23.661 113.146 62.6479
5102 b 0 4.18 25.28 26.1 -4.416 36.841 36.3358 b 0 4.18 53.72 46.4 -9.384 71.724 70.9845
5103 b 0 4.18 -9.568 0.56 55.68 56.6533 9.58437 b 0 4.18 -27.232 5.04 31.32 42.0166 27.6945
5104 b 0 4.18 -34.151 20.424 11.305 41.5777 39.7923 b 0 4.18 -58.149 23.976 55.195 83.7861 62.898
5105 Z 1 91.2 -64.929 -3.51 0.63 112.009 65.0238 Z 1 91.2 -29.171 -8.19 62.37 114.566 30.2989
5106 tau+ 0 1.77 3.952 30.525 -51.625 60.1304 30.7798 tau- 0 1.77 45.448 61.975 -35.875 84.8326 76.8532
5107 b 0 4.18 4.458 -0.096 7.006 9.29728 4.45903 b 0 4.18 69.842 -0.204 4.294 70.0989 69.8423
5108 tau+ 0 1.77 19.488 29.67 -0.047 35.5419 35.4978 tau- 0 1.77 15.312 39.33 -4.653 42.4981 42.2055
5109 b 0 4.18 26.402 10.248 33.325 43.9331 28.3211 b 0 4.18 34.998 62.952 44.175 84.5974 72.0265
5110 b 0 4.18 39.032 15.855 5.904 42.7458 42.1293 b 0 4.18 56.168 29.445 18.696 66.2485 63.4181
5111 W+ 1 80.4 50.065 2.93 -0 94.7589 50.1507 W- 1 80.4 2.635 55.67 -20.8 100.014 55.7323
5112 W+ 1 80.4 3.936 2.814 0.349 80.5462 4.83846 W- 1 80.4 0.164 90.986 34.551 126.24 90.9862
5113 b 0 4.18 -60.736 -9.072 -13.248 62.9615 61.4098 b 0 4.18 -34.164 -66.528 -41.952 85.8522 74.7874
5114 b 0 4.18 8.931 4.29 64.372 65.264 9.90792 b 0 4.18 59.769 38.61 19.228 73.8258 71.1552
5115 b 0 4.18 -39.504 8.736 -8.876 41.631 40.4584 b 0 4.18 -42.796 27.664 -22.824 55.9929 50.9588
5116 b 0 4.18 -11.456 -3.654 -30.033 32.6197 12.0246 b 0 4.18 -24.344 -13.746 -33.867 44.1138 27.9568
5117 b 0 4.18 25.152 -38.8 -2.772 46.5104 46.2392 b 0 4.18 53.448 -38.8 -12.628 67.3726 66.0464
5118 b 0 4.18 39.336 6.566 6.895 40.6872 39.8802 b 0 4.18 50.064 6.834 91.605 104.7 50.5283
5119 b 0 4.18 -9.09 -20.68 6.391 23.8455 22.5896 b 0 4.18 -11.11 -26.32 51.709 59.2239 28.5688
5120 tau+ 0 1.77 -21.168 -3.175 -7.54 22.7629 21.4048 tau- 0 1.77 -22.032 -9.525 -21.46 32.2459 24.0028
5121 W+ 1 80.4 -49.138 3.201 -1.65 94.2957 49.2422 W- 1 80.4 -13.062 25.899 -14.85 86.7528 29.0064
5122 b 0 4.18 4.995 -7.752 -28.766 30.4959 9.2219 b 0 4.18 94.905 -5.848 -46.934 106.12 95.085
5123 tau+ 0 1.77 -2.745 -0.25 -26.95 27.1484 2.75636 tau- 0 1.77 -3.355 -4.75 -26.95 27.6271 5.81537
5124 W+ 1 80.4 14.157 -10.712 -12.21 83.2371 17.753 W- 1 80.4 28.743 -9.888 -69.19 110.342 30.3963
5125 W+ 1 80.4 -2.576 -15.6 33.22 88.4179 15.8113 W- 1 80.4 -61.824 -14.4 42.28 110.821 63.4789
5126 b 0 4.18 1.95 -10.527 -39.114 40.7676 10.7061 b 0 4.18 5.55 -21.373 -56.286 60.6069 22.0818
5127 b 0 4.18 -16.537 -12.264 -41.517 46.5297 20.5883 b 0 4.18 -55.363 -75.336 -24.383 96.7087 93.491
5128 W+ 1 80.4 -30.286 -20.692 -22.202 91.118 36.6797 W- 1 80.4 -49.414 -53.208 -43.098 116.595 72.6143
5129 b 0 4.18 -9.84 -2.074 1.242 10.9609 10.0562 b 0 4.18 -22.96 -1.326 12.558 26.5348 22.9983
5130 b 0 4.18 -47.216 -5.985 -19.633 51.6536 47.5938 b 0 4.18 -43.584 -25.515 -48.067 69.8462 50.5033
5131 b 0 4.18 -35.333 -0.522 5.28 35.9728 35.3369 b 0 4.18 -4.367 -16.878 60.72 63.3114 17.4338
5132 b 0 4.18 -41.952 5.92 -26.604 50.2022 42.3676 b 0 4.18 -45.448 31.08 -47.296 72.704 55.0589
5133 b 0 4.18 -56.448 -5.346 0.844 56.8607 56.7006 b 0 4.18 -21.952 -14.454 83.556 87.692 26.2832
5134 b 0 4.18 -5.17 -5.495 -3 9.13216 7.54479 b 0 4.18 -4.23 -10.205 -27 29.4704 11.0469
5135 b 0 4.18 -46.107 -27.328 14.994 55.8119 53.5973 b 0 4.18 -51.993 -58.072 56.406 96.3054 77.9463
5136 b 0 4.18 16.32 -0.969 -10.71 19.9864 16.3487 b 0 4.18 15.68 -4.131 -24.99 30.0816 16.215
5137 b 0 4.18 22.512 -12.584 13.62 29.4639 25.7904 b 0 4.18 24.388 -44.616 31.78 60.1066 50.8465
5138 b 0 4.18 20.646 37.49 4.761 43.2654 42.799 b 0 4.18 45.954 44.01 15.939 65.728 63.629
5139 Z 1 91.2 51.342 2.967 -8.558 105.05 51.4277 Z 1 91.2 8.358 95.933 -69.242 149.616 96.2964
5140 b 0 4.18 67.221 -0.596 -0 67.3535 67.2236 b 0 4.18 0.679001 -59.004 -22.6 63.3259 59.0079
5141 b 0 4.18 2.252 -12.201 -43.425 45.3557 12.4071 b 0 4.18 54.048 -45.899 -14.475 72.4907 70.9077
5142 b 0 4.18 -20.406 9.168 4.104 23.1251 22.3709 b 0 4.18 -15.394 48.132 11.096 51.9062 50.5338
5143 W+ 1 80.4 -12.642 4.186 -0.433 81.4966 13.317 W- 1 80.4 -2.058 28.014 -42.867 95.3455 28.0895
5144 b 0 4.18 26.103 -7.194 21.726 34.9659 27.0762 b 0 4.18 52.997 -14.606 42.174 69.4128 54.9729
5145 W+ 1 80.4 -0.399 2.664 -10.849 81.1734 2.69371 W- 1 80.4 -0.301 8.436 -46.251 93.1374 8.44137
5146 W+ 1 80.4 18.352 -13.969 -5.616 83.8309 23.0636 W- 1 80.4 40.848 -8.931 -64.584 111.282 41.8129
5147 b 0 4.18 -19.388 -5.408 -12.114 23.8613 20.1281 b 0 4.18 -6.812 -62.192 -55.186 83.5297 62.5639
5148 b 0 4.18 -14.32 27.544 10.512 33.041 31.0441 b 0 4.18 -21.48 35.056 55.188 68.9456 41.1134
5149 b 0 4.18 20.564 1.662 0.625 21.0595 20.6311 b 0 4.18 0.636 81.438 61.875 102.365 81.4405
5150 W+ 1 80.4 14.301 9.214 -9.6 82.739 17.0122 W- 1 80.4 8.399 44.986 -38.4 100.165 45.7633
5151 W+ 1 80.4 61.272 7.874 -0 101.392 61.7759 W- 1 80.4 27.528 17.526 -14.8 88.0236 32.6336
5152 b 0 4.18 -0.12 -34.026 -6.345 34.8642 34.0262 b 0 4.18 -5.88 -30.174 -7.755 31.979 30.7416
5153 tau+ 0 1.77 34.916 0.243 39.442 52.7066 34.9168 tau- 0 1.77 25.284 24.057 56.758 66.653 34.9001
5154 b 0 4.18 -39.785 -6.975 -1.63 40.6402 40.3918 b 0 4.18 -14.715 -20.925 -79.87 83.9707 25.581
5155 b 0 4.18 51.362 1.824 -19.575 55.1546 51.3944 b 0 4.18 32.838 13.376 -52.925 63.8418 35.4577
5156 Z 1 91.2 -49.016 0.24 3.808 103.608 49.0166 Z 1 91.2 -6.684 4.56 50.592 104.606 8.09132
5157 W+ 1 80.4 83 -0 0 115.556 83 W- 1 80.4 0 -12.1 52.3 96.674 12.1
5158 b 0 4.18 -77.964 0.225 -1.798 78.097 77.9643 b 0 4.18 -9.636 2.275 -88.102 88.7551 9.90092
5159 b 0 4.18 18.32 4.788 -2.88 19.6039 18.9353 b 0 4.18 4.58 29.412 -45.12 54.2156 29.7665
5160 W+ 1 80.4 35.875 -19.012 -2.05 90.0935 40.6014 W- 1 80.4 51.625 -19.788 -18.45 99.3039 55.2875
5161 tau+ 0 1.77 -60.162 11.638 -2.78 61.3659 61.2773 tau- 0 1.77 -21.138 41.262 -66.72 81.2654 46.3613
5162 W+ 1 80.4 11.55 -11.48 4.698 82.1671 16.2847 W- 1 80.4 5.95 -29.52 73.602 113.085 30.1137
5163 W+ 1 80.4 -5.811 -0.767 62.9 102.249 5.8614 W- 1 80.4 -38.889 -5.133 22.1 92.1481 39.2263
5164 b 0 4.18 6.696 -1.518 -0.58 8.05913 6.86591 b 0 4.18 0.504 -74.382 -11.02 75.3117 74.3837
5165 b 0 4.18 -21.338 -12.782 22.568 33.8449 24.8735 b 0 4.18 -24.062 -45.318 50.232 71.9265 51.3099
5166 b 0 4.18 12.188 12.66 -8.758 20.0748 17.5734 b 0 4.18 43.212 50.64 -6.342 67.0028 66.5709
5167 b 0 4.18 42.224 -11.476 -3.915 44.129 43.7557 b 0 4.18 38.976 -48.924 -9.585 63.4195 62.5515
5168 b 0 4.18 -14.528 7.12 -6.032 17.7655 16.1789 b 0 4.18 -8.172 28.48 -31.668 43.5686 29.6292
5169 b 0 4.18 -25.02 13.952 33.326 44.1447 28.6471 b 0 4.18 -58.38 29.648 54.374 85.2129 65.4769
5170 tau+ 0 1.77 -60.882 20.394 -0.8 64.2363 64.207 tau- 0 1.77 -22.518 72.306 -15.2 77.2618 75.7312
5171 b 0 4.18 51.506 2.634 -4.374 51.927 51.5733 b 0 4.18 5.094 85.166 -68.526 109.51 85.3182
5172 b 0 4.18 -15.81 7.216 -31.119 35.8872 17.3789 b 0 4.18 -15.19 82.984 -44.781 95.6028 84.3628
5173 W+ 1 80.4 30.628 -1.125 -1.797 86.0624 30.6487 W- 1 80.4 28.272 -1.375 -58.103 103.157 28.3054
5174 W+ 1 80.4 61.056 -13.806 -0.896 101.899 62.5975 W- 1 80.4 23.744 -39.294 -43.904 102.467 45.9107
5175 b 0 4.18 -5.4 -25.051 19.78 32.641 25.6264 b 0 4.18 -9.6 -36.049 66.22 76.12 37.3054
5176 b 0 4.18 -12.096 -4.794 -71.212 72.5115 13.0114 b 0 4.18 -55.104 -75.106 -22.488 95.9195 93.1524
5177 b 0 4.18 -37.808 12.521 -12.285 41.8881 39.8274 b 0 4.18 -17.792 53.379 -82.215 99.7128 56.2661
5178 b 0 4.18 51.1 3.9 1.165 51.432 51.2486 b 0 4.18 21.9 11.7 22.135 33.5251 24.8294
5179 W+ 1 80.4 24.552 0.569 0 84.0671 24.5586 W- 1 80.4 0.247999 56.331 65.3 117.905 56.3315
5180 b 0 4.18 28.626 -5.624 -17.616 34.3347 29.1732 b 0 4.18 44.774 -9.576 -55.784 72.2893 45.7866
5181 W+ 1 80.4 -15.642 0.218 8.343 82.3316 15.6435 W- 1 80.4 -71.258 21.582 1.957 109.597 74.4546
5182 b 0 4.18 -0.653 -71.586 1.464 71.7259 71.589 b 0 4.18 -64.647 -2.214 71.736 96.6833 64.6849
5183 b 0 4.18 24.388 12.606 -0 27.7697 27.4533 b 0 4.18 12.012 25.594 -19.3 34.4863 28.2726
